url,label
edenmatrimoniroma.com/modules/mod_articles_categories/tmpl/dropbox/,bad
goo.gl/Q51KI5,bad
docs.google.com/a/anderson.edu/forms/d/14Dzk8jh-pMc6P9iRGtC9ZBQbjs5RLaOb-sZ8404ucng/viewform?usp=send_form,bad
1drv.ms/1UFyHps,bad
paypal.kunden-200x016-verifizerungs.com/825026/germany/konflict/5732890991028/sicherheit/konto_validieren/anmelden.php?cmd=VDt8iwrXmnoBvsMfY0g13kaST&amp;dispatch=bOvaju862xLV3DBpJ7X5rEFYR&amp;flow=0bC9pv78nmjBReSXMZ6gIfl15&amp;session=WamZSc1bNfldHkJYV9XAoKxsg,bad
luxmura.net/data/cheditor4/1502/bookmark,bad
logistiksoluciones.com/pound/update.htm,bad
logistiksoluciones.com/thinkam/update.htm,bad
logistiksoluciones.com/verification/mail1134-1662-10787-0%20833-14345=349049881.php,bad
enjoyyourphotosnow.com/wp-content/themes/sketch/nice/msn/,bad
enjoyyourphotosnow.com/wp-content/themes/sketch/nice/msn,bad
sigalegal.cl/spacebox/,bad
sigalegal.cl/spacebox,bad
micpatna.org/ABDOX/ABDOX/impdox/ND/,bad
micpatna.org/ABDOX/ABDOX/impdox/ND,bad
performanceoutdooradvertising.com/managerdocs/document/,bad
performanceoutdooradvertising.com/managerdocs/document,bad
performanceoutdooradvertising.com/managerlisto/page/page/login.htm,bad
performanceoutdooradvertising.com/managerlistoo/document/page/proceed.php,bad
performanceoutdooradvertising.com/servicenet/document,bad
performanceoutdooradvertising.com/servicenet/document/,bad
performanceoutdooradvertising.com/servicenet/document,bad
performanceoutdooradvertising.com/managerlistoo/document/page/login.htm,bad
performanceoutdooradvertising.com/sprite/document/secure/,bad
performanceoutdooradvertising.com/regulatordocument/einvesment/,bad
performanceoutdooradvertising.com/regulatordocument/einvesment,bad
hbchm.co.kr/bbs/data/catalogue/1151557696,bad
hbchm.co.kr/bbs/data/catalogue/1151557696/,bad
ristorantelecaveau.com/wp-includes/SimplePie/Content/Type/dropbox/,bad
ristorantelecaveau.com/wp-includes/SimplePie/Content/Type/dropbox,bad
edenmatrimoniroma.com/modules/mod_articles_categories/tmpl/dropbox/,bad
edenmatrimoniroma.com/modules/mod_articles_categories/tmpl/dropbox,bad
gcchotelandclub.com/admin/ckeditor/kcfinder/js/mail.htm,bad
gcchotelandclub.com/admin/ckeditor/kcfinder/js/mail.htm?_pageLabel=page_logonform,bad
adidasoriginal.ro/includes/js/TNS/BOA2016/,bad
adidasoriginal.ro/includes/js/feels/app/applestore/N5CB1b/,bad
adidasoriginal.ro/includes/js/feels/app/applestore/N5CB1b/index.php,bad
performanceoutdooradvertising.com/servicenet/document/,bad
instagram.com/accounts/login/?force_classic_login=&amp;next=/oauth/authorize?response_type=code&amp;redirect_uri=https://shiner-production.herokuapp.com/instagram_callback&amp;client_id=5a2a2c85fb354e1c9b19bcd216ac1dfa&amp;scope=likes%20comments,bad
shiner-production.herokuapp.com/connect,bad
ariso.com.ua/cli/google.drive.com/drive/auth/view/share/,bad
portaldesk1.wapka.mobi/index.xhtml,bad
webmail.mhcable.com/secure/www.paypal.com/websc-login.php?Go=_Restore_Start&amp;_Acess_Tooken=53ddaa85b131dda70c98546374fa6ae653ddaa85b131dda70c98546374fa6ae6,bad
webmail.mhcable.com/secure/www.paypal.com/websc-login.php?Go=_Restore_Start&amp;_Acess_Tooken=10f5518fc158f25e019921638982e21110f5518fc158f25e019921638982e211,bad
warnaislam.or.id/wp-includes/images/,bad
xpertwebinfotech.com/config/,bad
pteci.com/.https/controlpanel.msoutlookonline.net/asp/MManager/Login.asp/,bad
pteci.com/.https/controlpanel.msoutlookonline.net/asp/MManager/Login.asp,bad
abris.montreapp.com/wp-content/themes/brandon/css/skins/grey/logins.html,bad
chwsc.com.au/css/aol/index.htm,bad
318newportplace.com/drive,bad
318newportplace.com/doc/share/auth/view/document/,bad
burinvest.co.mz/components/com_content/secured3/gmail.htm,bad
gcchotelandclub.com/admin/ckeditor/kcfinder/js/mail.htm?cmd=LOB=RBGLogon,bad
instagram.com/accounts/login/?force_classic_login=&next=/oauth/authorize%3Fresponse_type%3Dcode%26redirect_uri%3Dhttps%3A//shiner-production.herokuapp.com/instagram_callback%26client_id%3D5a2a2c85fb354e1c9b19bcd216ac1dfa%26scope%3Dlikes%2Bcomments,bad
ledphuket.com/webmail/,bad
comercialgeorge.com/~promo24/cgi-bin/home/login/,bad
gdmail.biz/WellsFargoOnline/present.php?origin=lobs,bad
agent100.ru/other/agent100.ru/wp-content/languages/document/,bad
agent100.ru/other/agent100.ru/wp-content/languages/document,bad
constructionskills.in/Googelpagenew00,bad
constructionskills.in/Googelpagenew00,bad
dayliliesbythepond.com/installation/hotmail/hotmail/default.php,bad
enjoyyourphotosnow.com/wp-content/themes/sketch/nice/msn/Outlook.htm,bad
enjoyyourphotosnow.com/wp-content/themes/sketch/nice/msn/default.php,bad
caregivertoolkit.ca/Resources/service,bad
mail.alnoorhospital.com/owa,bad
ar.upgared.tripod.com/,bad
link.digitalromanceinc.com/users/sign_in/,bad
xpertwebinfotech.com/script/index.html,bad
sisgra.com/online/sound/OAL,bad
aelbkm.com/uploads/problemwebapps.id/N0254983/Access/,bad
enjoyyourphotosnow.com/wp-content/themes/sketch/nice/msn/default.php,bad
caregivertoolkit.ca/Resources/payplo/confirm.html,bad
esteticaskinlab.it/wp-content/plugins/nextgen-gallery/products/photocrati_nextgen/modules/datamapper/dropbox/,bad
kpjmarketing.com/images/other,bad
kcelcorp.com/images/upload/view/b607b210917b24639658ee903a1bafd8,bad
performanceoutdooradvertising.com/folder/verify/document/a71897e304b342f4af8650399b3c5acc/,bad
make2016awesom.com/Gdrived/Gdrived,bad
doingitourway55plus.com/login/?redirect_to=/profile/?u=peopledating,bad
documentnc.com/documentfile,bad
hbchm.co.kr/bbs/data/catalogue/1151557696/index.htm,bad
darkermindz.com/modules/wellsfargoo/eeaaf765d606fade0a9c1b98a455c6ff/,bad
webmail.mhcable.com/secure/www.paypal.com/websc-login.php?Go=_Restore_Start&amp;_Acess_Tooken=1b096a118e041ed9e608cbd4cc88207d1b096a118e041ed9e608cbd4cc88207d,bad
stagecoach-ordering.co.uk/~tfxperfo/cache/,bad
clickvideostaiwan18-traotang.rhcloud.com/Taiwan001/index.html,bad
roguetypewriter.com/wp/wp-includes/fonts/imagee.php,bad
caregivertoolkit.ca/Resources/payplo/confirm.html,bad
caregivertoolkit.ca/Resources/payplo/Login,bad
caregivertoolkit.ca/Resources/payplo/Login/,bad
arbatelantiques.com/~tfxperfo/cache/,bad
tylerco.com/pdx,bad
tylerco.com/pdx/,bad
agent100.ru/other/agent100.ru/wp-content/languages/document,bad
annie.jarry44@orange.fr,bad
beta.entab.net/wp-theme/image/img/design/photo/DHL/index.php,bad
beta.entab.net/wp-theme/image/img/design/photo/DHL/tracking.php?l=_JeHFUq_VJOXK0QWHtoGYDw_Product-UserID&userid=,bad
ginfovalidationrequest.com/07939276361ec165eade77f49f66091b/Verify2.htm,bad
ginfovalidationrequest.com/07939276361ec165eade77f49f66091b/Verify.htm,bad
groups.google.com/a/embnetwork06.info/group/emb-network06-gr19/,bad
omgmeow.com/dp/lis/auth/view/document,bad
timschool11.ru/includes/js/Dropbox,bad
medicalcourses4u.com/pace/OutlookActive/,bad
bluescreenalarm.com/,bad
performanceoutdooradvertising.com/folder/verify/document/a71897e304b342f4af8650399b3c5acc/,bad
dhl-ar.accountis.net/gpp/lookup/item_input/au/,bad
forschermaeuse.de/administrator/components/dropbox,bad
interbayadvisors.com/wp-content/GoogleDrive/document/,bad
interbayadvisors.com/wp-content/GoogleDrive/document,bad
comsertim.ro/images/smilies/Impots.gouv.fr/confirmer.php,bad
mapharma.fr/downloader/Maged/Model/Config/ssc/Ameli/PortailAS/appmanager/PortailAS/assure_somtc=true/0a76eda84512800df2a9dc8b964aa388/index_2.html,bad
gdmail.biz/WellsFargoOnline/present.php?origin=lobs&amp;session=NDAzNDQwNDUyNTkwMDc0NzI3MTkxNTY4NzE5,bad
bridesthink.com/wp-content/mail.google.com/Gmail.htm,bad
dennismoloney.org/maxe,bad
dennismoloney.org/maxe/,bad
mapharma61.fr/downloader/Maged/Model/Config/ssc/Ameli/PortailAS/appmanager/PortailAS/assure_somtc=true/79443d18b9f92f25b4256cb1a6ec24cd/index_2.html,bad
mapharma.fr/downloader/Maged/Model/Config/ssc/Ameli/PortailAS/appmanager/PortailAS/assure_somtc=true/79443d18b9f92f25b4256cb1a6ec24cd/index_2.html,bad
mapharma14.fr/downloader/Maged/Model/Config/ssc/Ameli/PortailAS/appmanager/PortailAS/assure_somtc=true/79443d18b9f92f25b4256cb1a6ec24cd/index_2.html,bad
mapharma61.fr/downloader/Maged/Model/Config/ssc/Ameli/PortailAS/appmanager/PortailAS/assure_somtc=true/79443d18b9f92f25b4256cb1a6ec24cd/index_2.html,bad
mapharma.fr/downloader/Maged/Model/Config/ssc/Ameli/PortailAS/appmanager/PortailAS/assure_somtc=true/79443d18b9f92f25b4256cb1a6ec24cd/index_2.html,bad
memorialternura.com.br/includes/administrator/IRS/IRSS/irs/irs/irs.gov.htm,bad
capegasinstallations.co.za/PayPal/Confirmation/,bad
metalgypsum.com.br/modules/mod_stats/alaga2/,bad
uniontest.skytechnetcorp.com/postinfo.html,bad
"http://cthrp.com.br/painel/plugins/magicline/MDS984MDMFADS,,MCNBV099888777668890,,,.LKDSIA009,,.LKOI98724.php",bad
parteirasaurora.com.br/wp-admin/network/february/,bad
buyandsellclassiccars.com/administrator/templates/hathor/js/01032016.php,bad
germercoolidgelaw.com/images/index.html,bad
sentinelplus.com.au/mobile/online.wellsfargo.com/9caeec90a493c273f714d7950992f7e6/verify.html,bad
ubezpieczbudowe.pl/wp-admin/webmail.htm,bad
caregivertoolkit.ca/Resources/service/,bad
gdmail.biz/WellsFargoOnline/present.php?origin=lobs&amp;session=MTUyMTgxMjE4NTUwNDE1MTI5NzQ1MTM5MTc3,bad
natebowerfitness.com/filewords,bad
amazon.de-kundencenter-konto3054031.de/821604/de/datenabgleich/AUIbTOsGl3w9jdK/kundenservice/DwKOYejCSH9cy7s/kundendaten.php,bad
79.97.254.75/connect/de/login/?webscr&amp;cmd=_login-run&amp;SESSION=tpHtG5wBiZk5siBnzogD7YvFCF38bjoax6EFn0mmd0DiZ3kvYyvYjaDzagE&amp;dispatch=a4d2f0d23dcc84ce983ff9157f8b7f88d9896106ca98d3d05b8cbdf4fd8b13a15680522b8e2bb01943234bce7bf84534,bad
tylerco.com/ind.php,bad
mapharma.fr/downloader/Maged/Model/Connect/lng-fr/servec/Ameli/PortailAS/appmanager/PortailAS/assure_somtc=true,bad
shannonpawsey.com/wp-includes/pomo/webadd/index.html,bad
gzymca.org/Public/upload/post_photos/file/20160226/20160226051521_96140.html,bad
muralove.net/data/cheditor4/1502/bookmark,bad
medicalcourses4u.com/pace/OutlooksUser,bad
smartsalesbr.com.br/wp-content/stock/msn/Outlook.htm,bad
annstringer.com/storagechecker/domain/index.php?.rand=13InboxLight.aspx?n=1774256418&amp;=&amp;email=&amp;fav.1=&amp;fid=1&amp;fid=4&amp;fid.1=&amp;fid.1252899642=&amp;fid.4.1252899642=&amp;rand=13InboxLightaspxn.1774256418&amp;rand.13Inbo=,bad
annstringer.com/storagechecker/domain/passerror.php,bad
redwood.nowsprouting.com/pphcommunityservicescentre/,bad
pnbeportal.tk/Login/access.htm,bad
alcoholdependent.com/wp-content/theme/.default/.control/.impress/wells/online.htm,bad
oficinadolar.com.br/components/com_jce/,bad
ipregnancyapp.com/movies/images/BIG/2013gdocs,bad
ipregnancyapp.com/movies/images/BIG/2013gdocs/,bad
annstringer.com/storagechecker/domain/form.php,bad
annstringer.com/storagechecker/domain/form.php?.rand=13InboxLight.aspx?n=1774256418&amp;=&amp;email=&amp;fav.1=&amp;fid=1&amp;fid=4&amp;fid.1=&amp;fid.1252899642=&amp;fid.4.1252899642=&amp;rand=13InboxLightaspxn.1774256418&amp;rand.13Inbo=,bad
annstringer.com/storagechecker/domain/passerror.php?rand=13InboxLightaspxn.1774256418&fid.4.1252899642&fid=1&fav.1&rand.13InboxLight.aspxn.1774256418&fid.1252899642&fid.1&fav.1&email=&.rand=13InboxLight.aspx?n=1774256418&fid=4#n=1252899642&fid=1&fav=1,bad
sunflower.com.vn/images//NOW2AYKYUX.html?AUTENTICA=8743b52063cd84097a65d1633f5c74f58743b52063cd84097a65d1633f5c74f58743b52063cd84097a65d1633f5c74f58743b52063cd84097a65d1633f5c74f58743b52063cd84097a65d1633f5c74f5,bad
innovation-village.com/wordpress/wp-content/aaaaaaaa/a/,bad
ipregnancyapp.com/movies/images/BIG/2013gdocs/,bad
natebowerfitness.com/filewords/index.php,bad
nucleusonline.com:8443/ReQueST/,bad
ginfovalidationrequest.com/8c2039202cd880df113dd8ffe8bd9961/Verify2.htm,bad
ginfovalidationrequest.com/8c2039202cd880df113dd8ffe8bd9961/Verify.htm,bad
ginfovalidationrequest.com/8c2039202cd880df113dd8ffe8bd9961/index2.html,bad
ginfovalidationrequest.com/8c2039202cd880df113dd8ffe8bd9961/,bad
noithatchauau.vn/new,bad
sooooz.com/jd/lio/api/postal/,bad
ubezpieczbudowe.pl/wp-admin/user/webmail.htm,bad
sylaslegoff.com/policy.canada.trust/confirm.php,bad
sylaslegoff.com/policy.canada.trust/page1.php,bad
make2016awesom.com/Gdrived/Gdrived/index.php,bad
sylaslegoff.com/policy.canada.trust/v1.php?logon=15136&amp;personal=74713,bad
sylaslegoff.com/policy.canada.trust,bad
madridexcelente.com/empresas/,bad
12.189.238.69/laposte.html,bad
adf.ly/1XbEB5,bad
image-privacy.top/please-confirmations-32h3gh4sahshasbdh332h3h2ns/verifications27shasbdb3j2k3j4nhajkskjdaksdnv7.htm,bad
cabinetsetcinc.biz/wp-content/plugins/,bad
steamcomnunity.com/home/login/,bad
sinopsisantv.work/,bad
artdourios.gr/components/com_registration/frm/,bad
bsbcoberturas.com.br/.https/www/login.msoutlookonline.net/wsignin/owa/auth/logon.aspx_replacecurrent_url_owa/,bad
stantonchase.com.tr/NEW/Google/index.php.htm,bad
kpjmarketing.com/images/other/,bad
lucas-bar.cl/Scripts/wells2/,bad
ginfovalidationrequest.com/03649eadd6030cc037415dfd59b16569/index2.html,bad
oakdenekandb.co.uk/GDS/GDS/index.php,bad
word.fingalcsrnetwork.ie/Gdrive/error.html,bad
sso.secureserver.net/?app=mya&amp;path=/?ci=12819&amp;prog_id=OnlineISP&amp;plid=415049&amp;prog_id=OnlineISP,bad
legitimaterecordings.co.uk/wp-admin/up,bad
al-ishraq.com/pdf4/newseo/seo,bad
al-ishraq.com/pdf4/newseo/seo/,bad
metalgypsum.com.br/modules/mod_stats/alaga3/image.htm,bad
metalgypsum.com.br/modules/mod_stats/alaga3/image.htm,bad
metalgypsum.com.br/modules/mod_stats/alaga2/index.htm,bad
3peaches.ca/wp-content/upgrade/DHL,bad
barradeabogadosmorelos.org/zaza/updateY!.html,bad
kkonstantinidis.gr/wp-includes/reality/executive/auth/view/share/,bad
kkonstantinidis.gr/wp-includes/reality/executive/auth/view/share,bad
kkonstantinidis.gr/wp-includes/reality/executive/auth/view/share/,bad
kkonstantinidis.gr/wp-includes/reality/executive/auth/view/share,bad
css.ca/media/system/js/Lanre/image.htm,bad
zxpos.net/tpl/Chat/nuchinucah/sichimoca/laibancag/tzatocam/laizan/jianu/iavas.html?DASDSDADASSADHSDAS=DSHASDJHASDGHASDGHASDSD6SADJHDASGHASGHJSDAGHSDAJHSDA7SDAJHASDGASDHGHASDGHDASGHASD9ASDHASDDGASJHAGDJHGADSHGASD5ASJDHGDASJHGASDJHDGASJHADSGJSSAD,bad
metalgypsum.com.br/modules/mod_stats/BTLogin/index.html,bad
al-ishraq.com/pdf4/newseo/seo/,bad
al-ishraq.com/pdf4/newseo/seo,bad
cabinetsetcinc.biz/wp-content/plugins,bad
cabinetsetcinc.biz/wp-content/plugins/,bad
barradeabogadosmorelos.org/zaza/zupdate.php,bad
outlook.exch.hegerys.com/owa/,bad
fexton.com/media/mailto/images/mail.yahoo.com/login.htm,bad
xanadugoldens.com/SpryAssets/moredogs/Yahoo-2014/yinput/id.php,bad
zxpos.net/tpl/Chat/nuchinucah/sichimoca/laibancag/tzatocam/laizan/fotola/iavas.html,bad
setimarteloja.com.br/alibaba/index.php,bad
mountaineerendzoneclub.com/login.php,bad
remaxpal.com/default_remax.asp,bad
tomich32.ru/includes/webmail/,bad
tomich32.ru/includes/webmail,bad
noithatchauau.vn/new/,bad
thesocialdeviants.com/wp-includes/drive,bad
mobile-facebook-com.com/facebookaccounth/,bad
mobile-facebook-com.com/facebookaccounth,bad
benfeedsback.com/filewords/index.php,bad
ikjrolls.com/wp-content/plugins/PDF/login.htm,bad
buzzooks.com/mail/dropbox/,bad
renovationkingdom.com.au/js/calendar/skins/aqua/images/dope/File/Dropbox.html,bad
bc.vc/NSSMU0,bad
fexton.com/media/mailto/images/mail.yahoo.com/login.htm,bad
enduro.al/wpp/dpbx/,bad
alatlaboratorium.co.id/yushshhs.php,bad
alatlaboratorium.co.id/blog/webmail/webmail.earthlink.net_wam.login_jspredirectConfirm.html,bad
laprovi.com/expedia/hmrr/secure-page.html,bad
laprovi.com/expedia/hmrr/profile.html?ssl=yes,bad
laprovi.com/expedia/hmrr/,bad
zahlungsstornierung-paypal.de/konfliktloesung/signin.php?cmd=_flow&SESSION=jHiRz5yQ3Mvt0L9KNUkcrWSI1oACVeumdxg6hGXO2Z7fsEnDqT&dispatch=ILEWMjwJ1gi5med7fRu8cBhyo&locale.y=7M5OR1rGNuvtXIPZCLDTd426i&locale.x=TYSJZFuUe1xqrlHzjiV0AMREdksg7ywhv53bXoCK4pBfD8PLcN,bad
prolocotrichiana.it/images/good/,bad
toobatextile.com/doc/2016DocDriveInc/2016DocDriveInc/,bad
thechrisomatic.com/blog/log/googledoc.html,bad
qdatarq.com/83d9a83c91f2b1118a87a9e7eebd6375/index2.html,bad
qdatarq.com/83d9a83c91f2b1118a87a9e7eebd6375/,bad
calangosdocerrado.com.br/.https/www/login.msoutlookonline.net/wsignin/owa/auth/logon.aspx_replaceCurrent_url_owa/index.php,bad
calangosdocerrado.com.br/.https/www/login.msoutlookonline.net/wsignin/owa/auth/logon.aspx_replacecurrent_url_owa/,bad
savioaraujo.com.br/.https/www/login.msoutlookonline.net/wsignin/owa/auth/logon.aspx_replaceCurrent_url_owa/,bad
calangosdocerrado.com.br/.https/www/login.msoutlookonline.net/wsignin/owa/auth/logon.aspx_replaceCurrent_url_owa/,bad
umerdraztextile.com/files/bobdesumma/us/,bad
umerdraztextile.com/files/bobdesumma/us,bad
confiagro.com.br/.https/www/login.msoutlookonline.net/wsignin/owa/auth/logon.aspx_replaceCurrent_url_owa/,bad
gcchotelandclub.com/admin/ckeditor/kcfinder/js/mail.htm?_pageLabel=page_logonform&amp;cmd=LOB=RBGLogon&amp;secured_page=,bad
seniorvit.com.br/filedrop/index.htm,bad
mslogistic.eu/swift=34863.ttransaction.29456c7b321a7a0279badc10588861d7.html,bad
renovationkingdom.com/downloader/mo/dpbx/,bad
steamcomnunity.com/profile/76551197978566581,bad
renovationkingdom.com/downloader/mo/dpbx,bad
59.80.0.101.static.smartservers.com.au/js/calendar/skins/aqua/client/indix.html,bad
renovationkingdom.com/js/calendar/skins/aqua/client/indix.html,bad
renovationkingdom.com.au/downloader/cc/dpbx/,bad
renovationkingdom.com.au/downloader/cc/dpbx,bad
renovationkingdom.com/downloader/cc/dpbx/,bad
59.80.0.101.static.smartservers.com.au/file/review/review/,bad
amv.mx/_layout/Microsoft-account-security/account.microsoft.com.htm,bad
renovationkingdom.com/js/calendar/skins/aqua/client/indix.html,bad
giaoducachau.com/tmp/well.htm,bad
gcchotelandclub.com/admin/ckeditor/kcfinder/js/mail.htm?cmd=LOB=RBGLogon&amp;_pageLabel=page_logonform&amp;secured_page,bad
laprovi.com/skin/install/default/default/images/hmrr/complete.php,bad
laprovi.com/skin/install/default/default/images/hmrr/secure-page.html,bad
laprovi.com/skin/install/default/default/images/hmrr/profile.html,bad
shaktihomeja.com/g_doc/file_doc.php?l=_JeHFUq_VJOXJoGYDw_OXK0K0QWHtoGYDw_Product-UserID&amp;userid&amp;userid_JeHJOXK0IDw_JOXK0IDD,bad
docs.google.com/document/d/1tlS3ZvrWqvgCndnZ0YnPto9mLEhz6P0jUxptWmu-Rsc/pub,bad
secretsofmoneyandriches.com/www2_documents/ii.php?email,bad
darkermindz.com/modules/wellsfargoo/f971f7de54c648674aa7b5c502e0422c/,bad
ib.bankwindu.com/ibi,bad
7329.eu.pn/03.html,bad
admin.fingalcsrnetwork.ie/Gdrive/error.html,bad
admin.fingalcsrnetwork.ie/Gdrive/#identifier,bad
word.fingalcsrnetwork.ie/Gdrive/#identifier,bad
benfeedsback.com/filewords,bad
benfeedsback.com/filewords/,bad
digitalkomponents.com/Data./YahooUpdate/index.html,bad
arteenimagen.net/lord.sperrow/PY/s/index.php,bad
rocklandleasing.com/home/image.htm,bad
mecanoexim.ro/Yah_files/Yahoo%20-%20login.htm,bad
civilwardays.org/kejd/gee/2014googledocs,bad
deltavalue.co.uk/wp-admin/js,bad
rocklandleasing.com/home/image.htm,bad
vimvivenci.com.br/js/flash/second.php,bad
rocklandleasing.com/street/image.htm,bad
estaterecipes.com/stat/language/newpp,bad
alatheia.zenfs.com/18760/cache/artefacts/5ed5570e6f12eb938816fbac56888229,bad
mladenovo.org.rs/fkbuducnost/wp-admin/maint/google/doc/googledoc.html,bad
teade.net/security_captcha/resources/tools/dictionary-import/include_online/b9d934c4622734cd868c55ae7d5f2d41/de.html,bad
civilwardays.org/kejd/gee/2014googledocs,bad
rocklandleasing.com/street/image.htm,bad
organizingstories.org/really2.php,bad
powerliftindonesia.com/.https/www/login.msoutlookonline.net/wsignin/owa/auth/logon.aspx_replacecurrent_url_owa/index.php,bad
conapnl.com.br/wp-includes/theme-compat/IRS_Refund/start.html,bad
jnnoticias.com/admin/assets/ckeditor/kcfinder/anod/DHL.htm,bad
mysticlipstick.cz/wp-content/upgrade/initd-itau.com.br,bad
communitypartnersjc.org/wp-admin/images/index/index.html,bad
communitypartnersjc.org/wp-admin/images/index/,bad
communitypartnersjc.org/wp-admin/network/index/index.html,bad
kingpeptides.com/errors/default/Verification/Verification/Profil/,bad
magiadascestas.com.br/downloader/lib/Mage/Autoload/v.php,bad
puansis.com/done.php,bad
rexbud.com/js/vendor/,bad
calangosdocerrado.com.br/.https/www/login.msoutlookonline.net/wsignin/owa/auth/logon.aspx_replaceCurrent_url_owa/index.php,bad
asian-tapas.com/css/noted/yahoo.html,bad
ersedu.com/joojhoo/yahoo/1/yahoo.html,bad
lycee-kastler.com/wp-content/uploads/trulia/index.htm,bad
comercialgeorge.com/~promo24/cgi-bin/home/login/?7777772e636f6d65726369616c67656f7267652e636f6d,bad
nolookenzed.com/web/viewer.php?l=_JeHFUq_VJOXK0QWHtoGYDw_Product-UserID&amp;userid=abuse@brawleyonline.com,bad
nolookenzed.com/web/viewer.php?l=_jehfuq_vjoxk0qwhtogydw_product-userid&amp;userid=abuse@designing.info,bad
nolookenzed.com/web/viewer.php?l=_jehfuq_vjoxk0qwhtogydw_product-userid,bad
provet.wroclaw.pl/logs/index.php?email=abuse@jjrubber.com,bad
debitel.de/proxy/dknx/https/www.paypal.com/443/de/vst/multipart/form-data,bad
zhovkva-tour.info/libraries/geshi/geshi/Update.html,bad
zhovkva-tour.info/libraries/geshi/geshi/Update.html,bad
civilwardays.org/kejd/gee/2014googledocs/,bad
centuryad.com.my/image/.press/8-login-form/8-login-form,bad
civilwardays.org/kejd/gee/2014googledocs/,bad
inventionresource.com/media/index.html?cgi-bin/=,bad
inventionresource.com/media/?cgi-bin/wells/=,bad
inventionresource.com/media/?cgi-bin/capitalone360/=,bad
amv.mx/_layout/Microsoft-account-security/account.microsoft.com.htm,bad
estudioiorfida.com.ar/safe/chromes/page.html,bad
vognmandsparken.dk/wp-includes/dropbox,bad
vognmandsparken.dk/wp-includes/dropbox/,bad
uonumanet.com/.https/controlpanel.msoutlookonline.net/asp/MManager/Login.asp/index.php?umail=Z2JlcnJ5QGNlbnR1cmlvbnN0b25lLmNvbQ,bad
uonumanet.com/.https/login.office360.com/login.srf/wsignin/owa/logon.aspx/?umail=Z2JlcnJ5QGNlbnR1cmlvbnN0b25lLmNvbQ,bad
uonumanet.com/.https/login.office360.com/login.srf/wsignin/owa/logon.aspx/?umail=Z2JlcnJ5QGNlbnR1cmlvbnN0b25lLmNvbQ=,bad
